name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,season,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id
Miguel Almirón Rejala,MID,Newcastle,8.0,0,0,25,0,14.1,369,0.0,0.0,0.0,0.0,98,1,1,9.3,39.4,2022-10-08T14:00:00Z,83,4,0,0,0,0,10,0,546872,0,1,5,39.0,7,269760,293699,23939,51,True,0,10,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,4.0,18299.0,2022.0,554094.0,1.0,1.0,0.8996750116348267,0.973105013370514,0.0998035967350006,7420.0
Odsonne Edouard,FWD,Crystal Palace,6.5,0,2,27,0,13.5,166,0.0,0.0,0.0,0.0,95,1,1,7.7,40.0,2022-10-09T13:00:00Z,85,11,0,0,0,0,10,0,244335,0,1,2,23.0,8,71469,88944,17475,53,True,0,10,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,2.0,18296.0,2022.0,554717.0,1.0,1.0,0.3505040109157562,0.5337780117988586,0.3823809921741485,3697.0
Elliot Anderson,MID,Newcastle,0.7,0,0,3,0,0.0,552,0.0,0.0,0.0,0.0,98,0,0,0.5,5.0,2022-10-08T14:00:00Z,6,4,0,0,0,0,10,0,19740,0,1,5,0.0,1,-269,1401,1670,45,True,0,10,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,0.0,18299.0,2022.0,554101.0,0.0,0.0,0.0,0.0,0.0,9154.0
Tom Cairney,MID,Fulham,1.0,0,0,3,0,1.6,200,0.0,0.0,0.0,0.0,100,1,0,2.5,1.0,2022-10-09T13:00:00Z,19,19,0,0,0,0,10,0,5216,0,1,3,22.0,1,-233,159,392,48,False,0,10,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,1.0,18301.0,2022.0,554765.0,0.0,0.0,0.0623424015939235,0.0623424015939235,0.0623424015939235,6835.0
Jonathan Castro Otto,DEF,Wolves,0.5,0,0,7,0,2.3,477,0.0,0.0,0.0,0.0,94,2,0,1.9,13.2,2022-10-08T14:00:00Z,71,6,0,0,0,0,10,0,81483,0,0,3,3.0,1,-1697,6402,8099,44,False,0,10,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0
Marcos Senesi,DEF,Bournemouth,3.8,0,0,17,0,0.4,576,0.0,0.0,0.0,0.0,92,1,0,2.7,26.8,2022-10-08T14:00:00Z,90,10,0,0,0,0,10,0,9671,0,1,2,0.0,2,4559,5260,701,45,True,0,10,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18293.0,2022.0,554059.0,0.0,0.0,0.0,0.0801924020051956,0.0801924020051956,10864.0
Youri Tielemans,MID,Leicester,4.5,0,0,13,0,7.7,259,0.0,0.0,0.0,0.0,92,2,0,2.7,19.6,2022-10-08T14:00:00Z,90,3,0,0,0,0,10,0,184242,0,1,2,0.0,2,-2950,17803,20753,63,False,0,10,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18293.0,2022.0,554078.0,0.0,0.0,0.0,0.6757659912109375,0.6757659912109375,5956.0
Romain Perraud,DEF,Southampton,-0.3,0,0,9,0,1.4,417,0.0,0.0,0.0,0.0,97,4,0,2.6,7.8,2022-10-08T14:00:00Z,90,13,0,0,0,0,10,0,7837,0,0,4,17.0,0,-662,173,835,45,False,0,10,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,3.0,18298.0,2022.0,554138.0,0.0,0.0,0.0639965012669563,0.0233459994196891,0.0233459994196891,6500.0
Harrison Reed,MID,Fulham,4.0,0,0,11,0,4.1,211,0.0,0.0,0.0,0.0,100,2,0,1.4,6.0,2022-10-09T13:00:00Z,70,19,0,0,0,0,10,0,139758,0,1,3,4.0,1,5756,23379,17623,45,False,1,10,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18301.0,2022.0,554758.0,0.0,0.0,0.0,0.1660889983177185,0.1660889983177185,910.0
Alexis Mac Allister,MID,Brighton,1.5,0,0,17,0,35.1,116,0.0,0.0,0.0,0.0,93,1,0,6.4,20.8,2022-10-08T16:30:00Z,90,18,0,0,0,0,10,0,754612,0,1,0,8.0,2,-17457,94202,111659,57,True,0,10,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,2.0,18294.0,2022.0,554375.0,2.0,0.0,0.0836431980133056,0.3115060031414032,0.1579169929027557,8379.0
Eberechi Eze,MID,Crystal Palace,6.0,0,3,39,0,28.0,169,0.0,0.0,0.0,0.0,95,1,1,9.9,42.0,2022-10-09T13:00:00Z,90,11,0,0,0,0,10,0,224922,0,1,2,29.0,10,-138,24527,24665,55,True,0,10,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,3.0,18296.0,2022.0,554714.0,2.0,1.0,0.3970760107040405,0.6270809769630432,0.2936060130596161,8706.0
Luis Díaz,MID,Liverpool,4.0,1,0,7,0,11.2,293,0.0,0.0,0.0,0.0,91,1,0,2.8,12.4,2022-10-09T15:30:00Z,41,1,0,0,0,0,10,0,2460893,0,2,3,4.0,3,-363961,71616,435577,81,False,1,10,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18292.0,2022.0,555100.0,1.0,0.0,0.0,0.5168970227241516,0.0367472991347312,10408.0
Bobby De Cordova-Reid,MID,Fulham,4.7,0,0,14,0,2.8,205,0.0,0.0,0.0,0.0,100,3,0,1.3,10.2,2022-10-09T13:00:00Z,90,19,0,0,0,0,10,0,22364,0,1,3,0.0,2,6131,9445,3314,55,False,0,10,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18301.0,2022.0,554753.0,0.0,0.0,0.0,0.0932094007730484,0.0932094007730484,6827.0
Sergio Gómez,DEF,Man City,2.7,0,0,2,0,0.5,587,0.0,0.0,0.0,0.0,97,0,0,0.7,0.6,2022-10-08T14:00:00Z,20,17,0,0,0,0,10,0,31607,0,0,4,6.0,1,24467,26373,1906,45,True,0,10,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,1.0,18298.0,2022.0,554130.0,0.0,0.0,0.0557961985468864,0.0557961985468864,0.0,6656.0
Bruno Guimarães Rodriguez Moura,MID,Newcastle,7.0,0,3,49,0,27.2,374,0.0,0.0,0.0,0.0,98,1,2,13.6,83.0,2022-10-08T14:00:00Z,77,4,0,0,0,0,10,0,263597,0,1,5,26.0,15,12984,23852,10868,56,True,0,10,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,2.0,18299.0,2022.0,554091.0,2.0,2.0,0.0706819966435432,0.0629084035754203,0.0296516008675098,8327.0
Gabriel dos Santos Magalhães,DEF,Arsenal,2.5,0,0,16,0,0.8,16,0.0,0.0,0.0,0.0,91,2,0,2.3,22.6,2022-10-09T15:30:00Z,90,12,0,0,0,0,10,0,1108166,0,2,3,0.0,1,-40708,39234,79942,51,True,0,10,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18292.0,2022.0,555079.0,0.0,0.0,0.0,0.1045159995555877,0.1045159995555877,5613.0
Emerson Palmieri dos Santos,DEF,West Ham,1.0,0,0,1,0,0.5,545,0.0,0.0,0.0,0.0,100,0,0,0.3,0.2,2022-10-09T13:00:00Z,6,9,0,0,0,0,10,0,271213,0,1,3,2.0,1,17388,36168,18780,40,True,0,10,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18301.0,2022.0,554749.0,0.0,0.0,0.0,0.0,0.0,1245.0
Martin Ødegaard,MID,Arsenal,1.5,1,0,16,0,19.2,7,0.0,0.0,0.0,0.0,91,2,0,8.2,21.6,2022-10-09T15:30:00Z,81,12,0,0,0,0,10,0,1488945,0,2,3,41.0,4,-138956,34105,173061,64,True,1,10,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,2.0,18292.0,2022.0,555085.0,1.0,0.0,0.1921000033617019,0.649590015411377,0.0,2517.0
João Filipe Iria Santos Moutinho,MID,Wolves,1.2,0,0,23,0,31.7,503,0.0,0.0,0.0,0.0,94,3,0,6.7,27.8,2022-10-08T14:00:00Z,90,6,0,0,0,0,10,0,50707,0,0,3,7.0,2,-2146,2198,4344,48,False,0,10,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,1.0,18295.0,2022.0,554171.0,2.0,0.0,0.1205750033259391,0.2798230051994324,0.2798230051994324,3422.0
Ethan Pinnock,DEF,Brentford,-0.7,0,0,3,0,0.2,92,0.0,0.0,0.0,0.0,98,5,0,0.9,6.8,2022-10-08T14:00:00Z,90,15,1,0,0,0,10,0,1358,0,1,5,2.0,-2,61,113,52,44,False,0,10,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,0.0,18299.0,2022.0,554103.0,0.0,0.0,0.0,0.1853969991207122,0.1853969991207122,9678.0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.8,0,0,6,0,24.3,579,0.0,0.0,0.0,0.0,94,1,0,3.1,7.0,2022-10-08T14:00:00Z,45,6,0,0,0,0,10,0,34075,0,0,3,0.0,1,-7855,2153,10008,60,False,0,10,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18295.0,2022.0,554174.0,2.0,0.0,0.0,0.0194968003779649,0.0,5682.0
Vicente Guaita,GK,Crystal Palace,2.0,0,0,16,0,0.0,152,0.0,0.0,0.0,0.0,95,1,0,2.2,22.4,2022-10-09T13:00:00Z,90,11,0,0,0,0,10,3,262016,0,1,2,0.0,3,43292,54424,11132,45,True,0,10,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,0.0,18296.0,2022.0,554708.0,0.0,0.0,0.0,0.0,0.0,2190.0
James Justin,DEF,Leicester,3.5,0,0,17,0,12.4,268,0.0,0.0,0.0,0.0,92,2,0,2.8,15.6,2022-10-08T14:00:00Z,85,3,0,0,0,0,10,0,159096,0,1,2,0.0,1,37817,45456,7639,43,False,0,10,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,0.0,18293.0,2022.0,554075.0,1.0,0.0,0.0,0.6745269894599915,0.6437879800796509,7753.0
Hugo Lloris,GK,Spurs,5.5,0,3,31,1,0.0,425,0.0,0.0,0.0,0.0,93,0,0,2.7,27.4,2022-10-08T16:30:00Z,90,5,0,0,0,0,10,4,494498,0,1,0,0.0,10,-609,19454,20063,55,False,0,10,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,0.0,18294.0,2022.0,554384.0,0.0,0.0,0.0,0.063153401017189,0.063153401017189,637.0
Nick Pope,GK,Newcastle,2.0,0,0,13,0,0.0,376,0.0,0.0,0.0,0.0,98,1,0,1.6,16.4,2022-10-08T14:00:00Z,90,4,0,0,0,0,10,2,2224050,0,1,5,0.0,2,134913,200447,65534,53,True,0,10,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,0.0,18299.0,2022.0,554086.0,0.0,0.0,0.0,0.0296516008675098,0.0296516008675098,5552.0
Oliver Skipp,MID,Spurs,1.2,0,0,3,0,0.1,441,0.0,0.0,0.0,0.0,93,0,0,0.0,0.2,2022-10-08T16:30:00Z,1,5,0,0,0,0,10,0,12602,0,1,0,0.0,1,60,877,817,44,False,0,10,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,0.0,18294.0,2022.0,554397.0,0.0,0.0,0.0,0.0,0.0,7198.0
Ryan Sessegnon,DEF,Spurs,3.2,0,0,25,1,15.8,436,0.0,0.0,0.0,0.0,93,0,0,2.7,8.8,2022-10-08T16:30:00Z,90,5,0,0,0,0,10,0,114183,0,1,0,2.0,6,-4604,4853,9457,45,False,0,10,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,0.0,18294.0,2022.0,554389.0,1.0,0.0,0.0,0.0841018036007881,0.0209484007209539,6837.0
Ashley Young,DEF,Aston Villa,8.5,0,3,25,0,16.9,538,0.0,0.0,0.0,0.0,99,1,1,8.0,47.8,2022-10-10T19:00:00Z,90,16,0,0,0,0,10,0,29927,0,1,1,15.0,11,11463,13303,1840,44,False,0,10,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,2.0,18300.0,2022.0,555432.0,1.0,1.0,0.0361553989350795,0.1219109967350959,0.0418261997401714,631.0
Philip Billing,MID,Bournemouth,6.8,0,3,31,0,16.0,70,0.0,0.0,0.0,0.0,92,1,1,7.7,39.8,2022-10-08T14:00:00Z,76,10,0,0,0,0,10,0,57073,0,1,2,21.0,10,3447,14259,10812,53,True,0,10,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,1.0,18293.0,2022.0,554066.0,1.0,1.0,0.1096749976277351,0.7391660213470459,0.5706239938735962,6034.0
Armando Broja,FWD,Chelsea,2.8,0,0,3,0,0.0,150,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,1,2,0,0,0,0,11,0,57089,0,2,0,0.0,1,4786,7977,3191,53,False,0,11,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,0.0,18302.0,2022.0,556572.0,0.0,0.0,0.0,0.0,0.0,8384.0
Fabian Schär,DEF,Newcastle,4.5,0,2,31,1,0.8,366,0.0,0.0,0.0,0.0,107,0,0,3.0,25.4,2022-10-16T13:00:00Z,90,14,0,0,0,0,11,0,1078979,0,0,0,4.0,8,-1342,62300,63642,48,False,0,11,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18308.0,2022.0,556592.0,0.0,0.0,0.0,0.0,0.0,76.0
Jonny Evans,DEF,Leicester,1.1,0,0,0,0,0.0,249,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2022-10-15T11:30:00Z,0,7,0,0,0,0,11,0,28722,0,0,0,0.0,0,-2082,1400,3482,44,True,0,11,2022-23,Crystal Palace,CRY,31,3,1085,1100,1110,1110,1060,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0
Brennan Johnson,FWD,Nott'm Forest,0.8,0,0,-2,0,1.8,394,0.0,0.0,0.0,0.0,110,1,0,4.5,6.6,2022-10-15T14:00:00Z,90,20,0,1,0,0,11,0,127873,0,0,1,37.0,0,-10899,3862,14761,58,False,0,11,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,2.0,18311.0,2022.0,555953.0,0.0,0.0,0.0368820987641811,0.0368820987641811,0.0,10760.0
Cheick Doucouré,MID,Crystal Palace,1.0,0,0,3,0,12.0,514,0.0,0.0,0.0,0.0,105,0,0,2.4,4.0,2022-10-15T11:30:00Z,55,10,0,0,0,0,11,0,16399,0,0,0,8.0,0,-740,584,1324,50,False,1,11,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,1.0,18306.0,2022.0,555708.0,1.0,0.0,0.0170882008969783,0.0330047011375427,0.0159166008234024,8666.0
Luka Milivojevic,MID,Crystal Palace,0.7,0,0,2,0,1.0,158,0.0,0.0,0.0,0.0,105,0,0,0.4,2.0,2022-10-15T11:30:00Z,34,10,0,0,0,0,11,0,48639,0,0,0,1.0,1,981,3755,2774,43,False,0,11,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,1.0,18306.0,2022.0,555715.0,0.0,0.0,0.045194998383522,0.1043910011649131,0.1043910011649131,5549.0
Gianluca Scamacca,FWD,West Ham,4.8,0,0,2,0,23.0,529,0.0,0.0,0.0,0.0,108,1,0,9.2,0.0,2022-10-16T13:00:00Z,86,17,0,0,0,0,11,0,240130,0,1,1,70.0,2,104816,114631,9815,68,False,0,11,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,7.0,18309.0,2022.0,556690.0,2.0,0.0,0.4947839975357055,0.8797839879989624,0.0,6253.0
Alisson Ramses Becker,GK,Liverpool,6.0,1,3,51,1,10.0,281,0.0,0.0,0.0,0.0,106,0,0,7.6,66.0,2022-10-16T15:30:00Z,90,13,0,0,0,0,11,6,1371336,0,0,1,0.0,14,-74619,10351,84970,54,True,0,11,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18307.0,2022.0,556876.0,1.0,0.0,0.0,0.4924710094928741,0.3238449990749359,1257.0
Che Adams,FWD,Southampton,3.0,0,0,6,0,12.1,411,0.0,0.0,0.0,0.0,108,1,0,8.4,20.4,2022-10-16T13:00:00Z,73,19,0,0,0,0,11,0,97339,0,1,1,51.0,2,-19,8650,8669,64,True,0,11,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,3.0,18309.0,2022.0,556675.0,1.0,0.0,0.31454798579216,0.3363420069217682,0.0,7700.0
Ryan Fraser,MID,Newcastle,1.0,0,0,3,0,0.5,359,0.0,0.0,0.0,0.0,107,0,0,0.3,0.2,2022-10-16T13:00:00Z,31,14,0,0,0,0,11,0,9228,0,0,0,2.0,1,-904,232,1136,53,False,0,11,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18308.0,2022.0,556604.0,0.0,0.0,0.0,0.0,0.0,1683.0
Rodrigo Hernandez,MID,Man City,2.5,0,0,22,0,22.8,315,0.0,0.0,0.0,0.0,106,1,0,5.9,28.6,2022-10-16T15:30:00Z,90,12,0,0,0,0,11,0,182018,0,0,1,8.0,2,-7813,3416,11229,57,False,0,11,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,1.0,18307.0,2022.0,556899.0,2.0,0.0,0.0291547998785972,0.5528969764709473,0.5242080092430115,2496.0
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,3.3,0,0,0,1,1.8,326,0.0,0.0,0.0,0.0,107,0,0,1.0,0.0,2022-10-16T13:00:00Z,71,15,0,0,0,0,11,0,274470,0,0,0,12.0,1,18609,25176,6567,102,True,1,11,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,1.0,18308.0,2022.0,556587.0,0.0,0.0,0.0720280036330223,0.0720280036330223,0.0,2371.0
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,19,0,0,0,0,11,0,1037,0,1,1,0.0,0,-36,0,36,45,True,0,11,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8224.0
Chris Wood,FWD,Newcastle,0.8,0,0,3,0,0.0,354,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2022-10-16T13:00:00Z,12,14,0,0,0,0,11,0,57165,0,0,0,0.0,1,-1567,1767,3334,56,False,0,11,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18308.0,2022.0,556600.0,0.0,0.0,0.0,0.0,0.0,4456.0
Leander Dendoncker,MID,Aston Villa,0.2,0,0,3,0,10.8,479,0.0,0.0,0.0,0.0,101,0,0,1.3,2.4,2022-10-16T13:00:00Z,12,6,0,0,0,0,11,0,8561,0,2,0,0.0,1,-337,113,450,48,True,0,11,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18302.0,2022.0,556559.0,1.0,0.0,0.0,0.0141126997768878,0.0,7236.0
Aleksandar Mitrović,FWD,Fulham,2.1,0,1,26,0,13.4,210,0.0,0.0,0.0,0.0,103,2,1,12.4,35.6,2022-10-15T14:00:00Z,90,3,0,0,0,0,11,0,2288993,0,2,2,75.0,7,-317886,36403,354289,67,True,0,11,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,5.0,18304.0,2022.0,555970.0,1.0,0.0,0.2302370071411132,0.2904239892959595,0.0,773.0
Joe Willock,MID,Newcastle,3.8,0,0,2,0,0.4,373,0.0,0.0,0.0,0.0,107,0,0,0.5,2.2,2022-10-16T13:00:00Z,12,14,0,0,0,0,11,0,81381,0,0,0,2.0,1,-1829,8592,10421,49,False,0,11,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18308.0,2022.0,556603.0,0.0,0.0,0.0,0.0,0.0,6630.0
Kristoffer Ajer,DEF,Brentford,3.2,0,0,19,1,1.1,84,0.0,0.0,0.0,0.0,102,0,0,2.3,21.6,2022-10-14T19:00:00Z,90,5,0,0,0,0,11,0,9060,0,0,2,0.0,6,448,1516,1068,45,True,0,11,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,0.0,18303.0,2022.0,555535.0,0.0,0.0,0.0,0.9566400051116944,0.9566400051116944,9677.0
Emmanuel Dennis,FWD,Nott'm Forest,2.8,0,0,0,0,1.8,585,0.0,0.0,0.0,0.0,110,1,0,0.2,0.0,2022-10-15T14:00:00Z,69,20,0,0,0,0,11,0,14331,0,0,1,2.0,1,3259,4252,993,58,False,1,11,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,0.0,18311.0,2022.0,555954.0,0.0,0.0,0.0,0.0570128001272678,0.0570128001272678,9301.0
Joe Ayodele-Aribo,MID,Southampton,4.3,0,0,6,0,13.6,512,0.0,0.0,0.0,0.0,108,1,0,3.2,12.6,2022-10-16T13:00:00Z,73,19,0,0,0,0,11,0,49847,0,1,1,6.0,2,-1787,1489,3276,54,True,0,11,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18309.0,2022.0,556670.0,1.0,0.0,0.0,0.0968976020812988,0.078966200351715,10766.0
Orel Mangala,MID,Nott'm Forest,0.2,0,0,2,0,0.3,536,0.0,0.0,0.0,0.0,110,0,0,0.8,0.0,2022-10-15T14:00:00Z,20,20,0,0,0,0,11,0,2321,0,0,1,9.0,1,-11,65,76,49,False,0,11,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,2.0,18311.0,2022.0,555956.0,0.0,0.0,0.0469628982245922,0.0469628982245922,0.0,6088.0
Cristian Romero,DEF,Spurs,4.5,0,0,22,1,16.3,443,0.0,0.0,0.0,0.0,109,0,0,3.2,12.2,2022-10-15T16:30:00Z,86,8,0,0,0,0,11,0,182492,0,0,2,3.0,6,30068,34435,4367,49,True,0,11,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,1.0,18310.0,2022.0,556173.0,1.0,0.0,0.0185250993818044,1.111649990081787,0.9760209918022156,7218.0
Jack Harrison,MID,Leeds,1.8,0,0,11,0,24.9,233,0.0,0.0,0.0,0.0,104,1,0,3.3,4.8,2022-10-16T13:00:00Z,75,1,0,0,0,0,11,0,357185,0,1,0,3.0,2,-51964,3557,55521,61,True,0,11,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,1.0,18305.0,2022.0,556765.0,2.0,0.0,0.0528169982135295,0.5234130024909973,0.1596110016107559,8720.0
Luis Sinisterra Lucumí,MID,Leeds,-0.5,0,0,12,0,27.3,508,0.0,0.0,0.0,0.0,104,1,0,9.3,13.0,2022-10-16T13:00:00Z,88,1,0,0,0,0,11,0,53115,0,1,0,53.0,2,-5908,1031,6939,65,True,0,11,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,4.0,18305.0,2022.0,556766.0,2.0,0.0,0.2005739957094192,0.640753984451294,0.4169859886169433,10866.0
Stuart Armstrong,MID,Southampton,1.3,0,0,3,0,0.6,405,0.0,0.0,0.0,0.0,108,0,0,0.5,4.0,2022-10-16T13:00:00Z,16,19,0,0,0,0,11,0,9655,0,1,1,0.0,1,-301,345,646,49,True,0,11,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18309.0,2022.0,556680.0,0.0,0.0,0.0,0.0,0.0,6893.0
Trevoh Chalobah,DEF,Chelsea,4.5,0,0,25,1,0.3,141,0.0,0.0,0.0,0.0,101,0,0,1.6,15.6,2022-10-16T13:00:00Z,90,2,0,0,0,0,11,0,47020,0,2,0,0.0,6,10102,11870,1768,47,False,0,11,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,0.0,18302.0,2022.0,556564.0,0.0,0.0,0.0,0.1129219979047775,0.1129219979047775,6615.0
Diogo Teixeira da Silva,FWD,Liverpool,2.3,0,0,12,1,45.0,288,0.0,0.0,0.0,0.0,106,0,0,9.1,23.4,2022-10-16T15:30:00Z,90,13,0,0,0,0,11,0,48378,0,0,1,23.0,1,2304,6542,4238,89,True,1,11,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,1.0,18307.0,2022.0,556885.0,4.0,0.0,0.1954260021448135,0.393435001373291,0.0,6854.0
Rodrigo Moreno,MID,Leeds,1.2,0,0,2,0,12.8,225,0.0,0.0,0.0,0.0,104,1,0,6.4,5.2,2022-10-16T13:00:00Z,45,1,0,0,0,0,11,0,640675,0,1,0,46.0,1,-30000,24959,54959,63,True,0,11,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,3.0,18305.0,2022.0,556767.0,1.0,0.0,0.1883299946784973,0.2008009999990463,0.0124717997387051,2381.0
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,16,0,0,0,0,11,0,369,0,0,1,0.0,0,-97,31,128,50,True,0,11,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10327.0
Mohammed Salisu,DEF,Southampton,0.7,0,0,17,0,0.3,420,0.0,0.0,0.0,0.0,108,1,0,5.3,52.4,2022-10-16T13:00:00Z,90,19,0,0,0,0,11,0,18851,0,1,1,0.0,2,-237,882,1119,44,True,0,11,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18309.0,2022.0,556668.0,0.0,0.0,0.0,0.0891980975866317,0.0891980975866317,6923.0
Lucas Tolentino Coelho de Lima,MID,West Ham,3.8,0,0,5,0,8.3,603,0.0,0.0,0.0,0.0,108,1,0,10.3,9.0,2022-10-16T13:00:00Z,86,17,0,0,0,0,11,0,149982,0,1,1,86.0,2,14509,25309,10800,60,False,0,11,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,8.0,18309.0,2022.0,556691.0,0.0,0.0,0.7569699883460999,0.8809279799461365,0.1239589974284172,7365.0
Jean-Philippe Mateta,FWD,Crystal Palace,1.0,0,0,2,0,0.0,168,0.0,0.0,0.0,0.0,105,0,0,0.5,5.2,2022-10-15T11:30:00Z,13,10,0,0,0,0,11,0,43222,0,0,0,0.0,1,-1474,2175,3649,52,False,0,11,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18306.0,2022.0,555713.0,0.0,0.0,0.0,0.0,0.0,5735.0
Salomón Rondón,FWD,Everton,0.5,0,0,2,0,0.0,177,0.0,0.0,0.0,0.0,109,1,0,0.0,0.0,2022-10-15T16:30:00Z,9,18,0,0,0,0,11,0,57788,0,0,2,0.0,1,46,4654,4608,50,False,0,11,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,0.0,18310.0,2022.0,556199.0,0.0,0.0,0.0,0.0,0.0,813.0
